"Skipped row %1. Product's Custom Attribute '%2' value can not be empty.","Skipped row %1. Product's Custom Attribute '%2' value can not be empty."
'Required "%1" Attribute column is missing in sheet','Required "%1" Attribute column is missing in sheet'
"No profile exists with id %1.","No profile exists with id %1."
"Mass Uploaded Profile having id  %1 have been deleted.","Mass Uploaded Profile having id  %1 have been deleted."
"Are you sure you wan't to delete selected uploaded profile record?","Are you sure you wan't to delete selected uploaded profile record?"
"Mass Uploaded Profiles List","Mass Uploaded Profiles List"
"Mass Upload Profile Listing","Mass Upload Profile Listing"
"Mass Uploaded Profile(s) List","Mass Uploaded Profile(s) List"
"Select Profile(s) to be deleted","Select Profile(s) to be deleted"
"Profile List","Profile List"
"Mass Uploaded Profile List","Mass Uploaded Profile List"
"Select Custom Attributes to be exported","Select Custom Attributes to be exported"
"No Attribute Enabled","No Attribute Enabled"
"Import Products for multiple seller(s)","Import Products for multiple seller(s)"
manufacturer,manufacturer
color,color
size,size
format,format
Default,Default
