"Unable to save new group. Error: %1","Unable to save new group. Error: %1"
"Group with specified ID ""%1"" not found.","Group with specified ID ""%1"" not found."
"Unable to remove group with ID %1. Error: %2","Unable to remove group with ID %1. Error: %2"
"Unable to remove group. Error: %1","Unable to remove group. Error: %1"
"Unable to save pack with ID %1. Error: %2","Unable to save pack with ID %1. Error: %2"
"Unable to save new pack. Error: %1","Unable to save new pack. Error: %1"
"Pack with specified ID ""%1"" not found.","Pack with specified ID ""%1"" not found."
"Unable to remove pack with ID %1. Error: %2","Unable to remove pack with ID %1. Error: %2"
"Unable to remove pack. Error: %1","Unable to remove pack. Error: %1"
"Unable to save view with ID %1. Error: %2","Unable to save view with ID %1. Error: %2"
"Unable to save new view. Error: %1","Unable to save new view. Error: %1"
"View with specified ID ""%1"" not found.","View with specified ID ""%1"" not found."
"Unable to remove view with ID %1. Error: %2","Unable to remove view with ID %1. Error: %2"
"Unable to remove view. Error: %1","Unable to remove view. Error: %1"
"Bestseller Sales","Bestseller Sales"
"Conditions Combination","Conditions Combination"
"Product Attribute","Product Attribute"
"Improved Sorting (not installed)","Improved Sorting (not installed)"
"Improved Sorting","Improved Sorting"
Price,Price
" Current Product Price"," Current Product Price"
"same as Current Product ","same as Current Product "
"Please choose a condition to add.","Please choose a condition to add."
"Custom Fields","Custom Fields"
"Invalid field","Invalid field"
"Unknown condition operator","Unknown condition operator"
"No additional discounts (including coupons)
                            can be applied to products from bundle pack.","No additional discounts (including coupons)
                            can be applied to products from bundle pack."
Cross-Sells,Cross-Sells
Up-Sells,Up-Sells
Edit,Edit
"Delete %1","Delete %1"
"Are you sure you want to delete a %1 record?","Are you sure you want to delete a %1 record?"
"%1 (Removed)","%1 (Removed)"
"Add Discount Option","Add Discount Option"
"Number of Individual Bundle Items","Number of Individual Bundle Items"
"Bundle Discount Amount, %","Bundle Discount Amount, %"
"Bundle Packs Included","Bundle Packs Included"
"Check Recommendations","Check Recommendations"
"The current bundle pack was created at %1 (%2 days ago) and was sold %3 time(s).","The current bundle pack was created at %1 (%2 days ago) and was sold %3 time(s)."
"Based on the sales analysis, %1 seems to be sold well in combination with %2.","Based on the sales analysis, %1 seems to be sold well in combination with %2."
"Sorry, we couldn't find any recommended products for %1 based on orders placed. But it was most frequently viewed with %2.","Sorry, we couldn't find any recommended products for %1 based on orders placed. But it was most frequently viewed with %2."
"Sorry, we couldn't find any recommended products for %1.","Sorry, we couldn't find any recommended products for %1."
"Based on the sales analysis, it can be concluded that the products for the current pack are selected properly.","Based on the sales analysis, it can be concluded that the products for the current pack are selected properly."
"The following bundle packs may require your attention:","The following bundle packs may require your attention:"
"created less than a month ago","created less than a month ago"
"There are no bundle packs yet.","There are no bundle packs yet."
each,each
"Add to Cart","Add to Cart"
Close,Close
"has been added to your cart","has been added to your cart"
Qty,Qty
"Added from the discount pack","Added from the discount pack"
"In stock","In stock"
"Out of stock","Out of stock"
"Add to Wish List","Add to Wish List"
"Add to Compare","Add to Compare"
"You added products to your <a href=""%1"">shopping cart</a>.","You added products to your <a href=""%1"">shopping cart</a>."
Availability,Availability
"%1% (%2 items)","%1% (%2 items)"
"Your coupon was successfully applied. Coupon discount will not be applied to products from bundle pack.","Your coupon was successfully applied. Coupon discount will not be applied to products from bundle pack."
"Amasty Related Products","Amasty Related Products"
"Automatic Related Products","Automatic Related Products"
Information,Information
General,General
"Data Gathered Period (days)","Data Gathered Period (days)"
"Order Statuses","Order Statuses"
"Ignore Anchor Categories in 'Same As' Condition","Ignore Anchor Categories in 'Same As' Condition"
"If enabled, the rule condition 'Category is same as Current Product Categories' will consider only non-anchor categories the product belongs to.","If enabled, the rule condition 'Category is same as Current Product Categories' will consider only non-anchor categories the product belongs to."
"Display Position","Display Position"
"Select the position to display the Bundle Packs Promo at the Product Page.","Select the position to display the Bundle Packs Promo at the Product Page."
"Tab Title","Tab Title"
"Choose CMS Page","Choose CMS Page"
"Please make sure the CMS page is enabled (Content -> Elements -> Pages)","Please make sure the CMS page is enabled (Content -> Elements -> Pages)"
"Add Bundle Packs Link to Top Menu","Add Bundle Packs Link to Top Menu"
"Display Link to All Bundle Packs in Top Menu","Display Link to All Bundle Packs in Top Menu"
"Bundle Packs Item Label","Bundle Packs Item Label"
"Used in top menu","Used in top menu"
"Bundle Pack Title in Confirmation Popup","Bundle Pack Title in Confirmation Popup"
"Display Popup for Options Choosing","Display Popup for Options Choosing"
"If set to Always, popup will be displayed even if the product has only non-required options to choose.","If set to Always, popup will be displayed even if the product has only non-required options to choose."
"Apply Bundle Discounts for Items That Were Added Separately","Apply Bundle Discounts for Items That Were Added Separately"
"When set to No, the discount will be applied only after bundle pack’s Add To Cart action.","When set to No, the discount will be applied only after bundle pack’s Add To Cart action."
"Replace Bundle Pack Item Discount with Cart Price Rules","Replace Bundle Pack Item Discount with Cart Price Rules"
"Cart Price Rules will replace bundle discount for an individual Cart Item only if they provide a greater discount.
                         You can find more information in the <a target=""_blank"" href=""https://amasty.com/docs/doku.php?id=magento_2:automatic_related_products#bundle_packs"">user guide</a>.","Cart Price Rules will replace bundle discount for an individual Cart Item only if they provide a greater discount.
                         You can find more information in the <a target=""_blank"" href=""https://amasty.com/docs/doku.php?id=magento_2:automatic_related_products#bundle_packs"">user guide</a>."
"Display Upsell Message in Cart","Display Upsell Message in Cart"
"Display one random hint message in cart, telling the customer which product to add in order to get the Bundle Pack discount.","Display one random hint message in cart, telling the customer which product to add in order to get the Bundle Pack discount."
"Display Bundle Pack in Cart","Display Bundle Pack in Cart"
"Display one random Bundle Pack in cart, telling the customer which Bundle Pack to add in order to get the discount.","Display one random Bundle Pack in cart, telling the customer which Bundle Pack to add in order to get the discount."
"Product Description Embedding Code","Product Description Embedding Code"
"Copy this code into description field on product edit page to insert Bundle Pack there.","Copy this code into description field on product edit page to insert Bundle Pack there."
"Template Embedding Code","Template Embedding Code"
"Insert this code into *.phtml template directly to display Bundle Pack in any block.","Insert this code into *.phtml template directly to display Bundle Pack in any block."
"Layout Embedding Code","Layout Embedding Code"
"Insert this code into layout to display the Bundle Pack block.","Insert this code into layout to display the Bundle Pack block."
"Analytics Set Up","Analytics Set Up"
"Order Status Used for Statistics","Order Status Used for Statistics"
"Please select an Order Status to be used in calculation of the quantity of ordered bundle packs.","Please select an Order Status to be used in calculation of the quantity of ordered bundle packs."
"Data Gathering Period for Recommendations (days)","Data Gathering Period for Recommendations (days)"
"Bought Together Order Status for Recommendations","Bought Together Order Status for Recommendations"
"Please select an Order Status to be used for recommendations of Bundle Pack Products.","Please select an Order Status to be used for recommendations of Bundle Pack Products."
"Indexed rule/product association","Indexed rule/product association"
"Indexed product/rule association","Indexed product/rule association"
"Amasty Related Products: Bundle Packs List","Amasty Related Products: Bundle Packs List"
"List of your bundle packs containers.","List of your bundle packs containers."
"Number of Columns","Number of Columns"
Template,Template
Index,Index
"Amasty Related Products: Products Block by Rule Id","Amasty Related Products: Products Block by Rule Id"
"List of products by conditions.","List of products by conditions."
"Product Rule Id","Product Rule Id"
"Amasty Related Products: Product Page Bundle Pack","Amasty Related Products: Product Page Bundle Pack"
"Bundle pack.","Bundle pack."
Default,Default
"Amasty Related Products: Bundle Pack","Amasty Related Products: Bundle Pack"
"Bundle Pack","Bundle Pack"
"Main Product ID","Main Product ID"
"
                    Extension will display main product according to the set product ID.
                    Leave empty for bundle packs with single main item.
                ","
                    Extension will display main product according to the set product ID.
                    Leave empty for bundle packs with single main item.
                "
ID,ID
Thumbnail,Thumbnail
Status,Status
Type,Type
SKU,SKU
Back,Back
"Enable From","Enable From"
To,To
"Bundle Pack Name","Bundle Pack Name"
"For internal use","For internal use"
Priority,Priority
"Bundle packs sorting on the product page. Here 1 is the highest priority.","Bundle packs sorting on the product page. Here 1 is the highest priority."
"Store Views","Store Views"
"Customer Groups","Customer Groups"
Title,Title
"Displayed on the products page","Displayed on the products page"
"Buy together","Buy together"
"Discount Type","Discount Type"
"Discount Amount","Discount Amount"
"Apply Discount to the Main Product","Apply Discount to the Main Product"
"Apply Discount if","Apply Discount if"
"Upsell Message","Upsell Message"
"Bundle Pack Products","Bundle Pack Products"
"Add products","Add products"
"Add Bundle Products","Add Bundle Products"
Cancel,Cancel
"Add Selected Products","Add Selected Products"
Remove,Remove
Actions,Actions
"Main Products","Main Products"
"Add Main Products","Add Main Products"
"Add New Pack","Add New Pack"
"All Store Views","All Store Views"
"Store View","Store View"
"Delete items","Delete items"
"Are you sure to delete selected packs?","Are you sure to delete selected packs?"
Enable,Enable
Disable,Disable
Duplicate,Duplicate
"Pack Name","Pack Name"
"Created At","Created At"
"Qty Ordered","Qty Ordered"
"Order ID","Order ID"
"Purchase Date","Purchase Date"
"Bundle Price (Base)","Bundle Price (Base)"
"Grand Total (Base)","Grand Total (Base)"
"Grand Total (Purchased)","Grand Total (Purchased)"
"Bundle Items","Bundle Items"
"Related Product Rule","Related Product Rule"
"Rule Information","Rule Information"
"Enable Rule","Enable Rule"
"Rule Name","Rule Name"
"Only one rule can be applied in one position. If there are several rules, the rule with the highest priority will be executed. Here 1 is the highest priority.","Only one rule can be applied in one position. If there are several rules, the rule with the highest priority will be executed. Here 1 is the highest priority."
Stores,Stores
"'Where to Display' Conditions","'Where to Display' Conditions"
"Block Position","Block Position"
"For 'Shopping Cart Page' the conditions are applied only to the latest added item.","For 'Shopping Cart Page' the conditions are applied only to the latest added item."
"Replace Type","Replace Type"
"Show only for ""Out of Stock"" Products","Show only for ""Out of Stock"" Products"
"Select Categories","Select Categories"
"Block Embedding","Block Embedding"
"Insert this code into layout to display the product block.","Insert this code into layout to display the product block."
"Preview Products","Preview Products"
"Hide Products","Hide Products"
"
                        Please click here to preview the product list.
                    ","
                        Please click here to preview the product list.
                    "
"
                        For applying this conditions please save the rule.
                    ","
                        For applying this conditions please save the rule.
                    "
"Products to Display","Products to Display"
"
                        Note that preview does not show products based on frontend variable parameters: 'Viewed Together', 'Bought Together', 'Same As' and 'Current category only' Conditions.
                    ","
                        Note that preview does not show products based on frontend variable parameters: 'Viewed Together', 'Bought Together', 'Same As' and 'Current category only' Conditions.
                    "
"Source Type","Source Type"
"Please enable 'Product View' report at the Configuration > General > Reports for the 'Viewed Together' data source works properly.","Please enable 'Product View' report at the Configuration > General > Reports for the 'Viewed Together' data source works properly."
"Apply ""Same As"" Condition","Apply ""Same As"" Condition"
"Show Products from Current Category Only","Show Products from Current Category Only"
"Display Settings","Display Settings"
"Block Title","Block Title"
"Block Layout","Block Layout"
"Display ""Add to Cart"" Button","Display ""Add to Cart"" Button"
"Display ""Add to Wish List"" Button","Display ""Add to Wish List"" Button"
"Display ""Add to Compare"" Button","Display ""Add to Compare"" Button"
"Sort by","Sort by"
"Max Products to Display","Max Products to Display"
"Show ""Out of Stock"" Products","Show ""Out of Stock"" Products"
"It works based on default Magento setting. Click <a target=""_blank"" href=""${$.notice_url}"">here</a> to manage it.","It works based on default Magento setting. Click <a target=""_blank"" href=""${$.notice_url}"">here</a> to manage it."
"Add New Rule","Add New Rule"
"Are you sure to delete selected rules?","Are you sure to delete selected rules?"
"Rule Type","Rule Type"
Position,Position
Views,Views
"Clicks (All)","Clicks (All)"
"Clicks (Block)","Clicks (Block)"
"Clicks (Add to cart)","Clicks (Add to cart)"
CTR,CTR
"Orders Made","Orders Made"
Revenue,Revenue
"Attribute Set","Attribute Set"
Visibility,Visibility
"Includes Bundle Pack","Includes Bundle Pack"
"Bundle Pack(s)","Bundle Pack(s)"
